instance,source,n_vars,n_cons,solver,obj_nominal,solve_time,converged,S,feasibility_rate,infeasibility_rate,mean_obj,std_obj,mean_violation,max_violation,n_test
gt2,MIPLIB,188,29,FuzzyPD-LP,78937.91087124438,68.69124896195717,True,BS(γ=4.0)+AdvSAA(100)+Combo,1.0,0.0,78942.20017087174,1035.6921731567613,0.0,0.0,400
gt2,MIPLIB,188,29,TSAR-BS-only,78937.91087124438,9.583205478964373,True,BS-only(γ=4.0),1.0,0.0,78942.20017087174,1035.6921731567613,0.0,0.0,400
gt2,MIPLIB,188,29,TSAR-Adv-only,45651.0768365103,31.465521362028085,True,AdvSAA-only(S=100),1.0,0.0,45670.208351489,749.0414178885445,0.0,0.0,400
gt2,MIPLIB,188,29,TSAR-No-calib,16680.884336371048,0.8572471019579098,True,No-calibration(fixed γ=2.0),0.99,0.010000000000000009,16664.947932696155,370.29170218934314,0.023002309796154585,4.525649656818416,400
gams10am,NETLIB,61,110,Nominal-LP,0.0,0.3025484820827842,True,deterministic (mean only),1.0,0.0,0.0,0.0,0.0,0.0,400
gams10am,NETLIB,61,110,HiGHS-SAA,-4.4248219671338006e-08,3.106303118984215,True,100,0.695,0.30500000000000005,-6.032373944790394e-10,1.1788004321610738e-07,0.02574180595934133,0.48063143859582436,400
gams10am,NETLIB,61,110,OR-Tools GLOP-SAA,0.0,36.39592944702599,True,100,1.0,0.0,0.0,0.0,0.0,0.0,400
gams10am,NETLIB,61,110,OR-Tools PDLP-SAA,0.0,36.840728064998984,True,100,1.0,0.0,0.0,0.0,0.0,0.0,400
gams10am,NETLIB,61,110,Bertsimas-Sim(γ=3.0),0.0,0.573763556079939,True,parametric robust (γ=3.0),1.0,0.0,0.0,0.0,0.0,0.0,400
gams10am,NETLIB,61,110,CVaR-LP(α=0.95),0.0,4.260533413966186,True,100,0.545,0.45499999999999996,2.465807883487422e-09,1.8758311358979146e-07,0.056704002817001414,0.9341704180403294,400
gams10am,NETLIB,61,110,FuzzyPD-LP,0.0,89.8029516710667,True,BS(γ=5.0)+AdvSAA(100)+Combo,1.0,0.0,0.0,0.0,0.0,0.0,400
gams10am,NETLIB,61,110,TSAR-BS-only,0.0,5.614023391040973,True,BS-only(γ=5.0),1.0,0.0,0.0,0.0,0.0,0.0,400
gams10am,NETLIB,61,110,TSAR-Adv-only,0.0,37.98551306605805,True,AdvSAA-only(S=100),1.0,0.0,-2.0494203425790114e-09,1.7902161706082958e-07,0.0,0.0,400
gams10am,NETLIB,61,110,TSAR-No-calib,0.0,1.1270021520322189,True,No-calibration(fixed γ=2.0),1.0,0.0,0.0,0.0,0.0,0.0,400
egout-ac,NETLIB,141,55,Nominal-LP,0.0,0.8187292240327224,True,deterministic (mean only),1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout-ac,NETLIB,141,55,HiGHS-SAA,nan,2.2638159579364583,False,100,1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout-ac,NETLIB,141,55,OR-Tools GLOP-SAA,nan,38.97106007300317,False,100,1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout-ac,NETLIB,141,55,OR-Tools PDLP-SAA,0.0,38.84535966301337,True,100,1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout-ac,NETLIB,141,55,Bertsimas-Sim(γ=3.0),0.0,0.05937215604353696,True,parametric robust (γ=3.0),1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout-ac,NETLIB,141,55,CVaR-LP(α=0.95),0.0,4.647812548908405,True,100,1.0,0.0,5.263165581185971e-17,1.1759752698783708e-15,1.7011561037388427e-08,3.703991394099352e-08,400
egout-ac,NETLIB,141,55,FuzzyPD-LP,0.0,103.91310384997632,True,BS(γ=5.0)+AdvSAA(100)+Combo,1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout-ac,NETLIB,141,55,TSAR-BS-only,0.0,11.399794776923954,True,BS-only(γ=5.0),1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout-ac,NETLIB,141,55,TSAR-Adv-only,0.0,40.76682142994832,True,AdvSAA-only(S=100),1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout-ac,NETLIB,141,55,TSAR-No-calib,0.0,1.126757403020747,True,No-calibration(fixed γ=2.0),1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout,MIPLIB,141,55,Nominal-LP,0.0,0.20123032596893609,True,deterministic (mean only),1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout,MIPLIB,141,55,HiGHS-SAA,-3.830232593035057e-10,1.8903799750842154,True,100,1.0,0.0,1.5416871942803054e-09,6.039256488711209e-09,1.6232471447203727e-08,2.6841574251761657e-08,400
egout,MIPLIB,141,55,OR-Tools GLOP-SAA,5.902412807454791e-08,43.5206164639676,True,100,1.0,0.0,5.916728044652127e-08,6.795279388375048e-10,3.830533296798928e-10,3.267670147654731e-09,400
egout,MIPLIB,141,55,OR-Tools PDLP-SAA,0.0,44.86871351499576,True,100,1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout,MIPLIB,141,55,Bertsimas-Sim(γ=3.0),0.0,0.042789599974639714,True,parametric robust (γ=3.0),1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout,MIPLIB,141,55,CVaR-LP(α=0.95),-3.1518591829559967e-10,2.6651417040266097,True,100,1.0,0.0,-2.9033340703304393e-10,2.7406563745258915e-09,1.1631645032442765e-08,1.9679264625734557e-08,400
egout,MIPLIB,141,55,FuzzyPD-LP,0.0,95.90603355399799,True,BS(γ=5.0)+AdvSAA(100)+Combo,1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout,MIPLIB,141,55,TSAR-BS-only,0.0,7.84025795396883,True,BS-only(γ=5.0),1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
egout,MIPLIB,141,55,TSAR-Adv-only,3.407942012209102e-08,41.676337549928576,True,AdvSAA-only(S=100),1.0,0.0,3.409609304772667e-08,5.249894508965038e-10,9.275500315206431e-09,1.610828610450635e-08,400
egout,MIPLIB,141,55,TSAR-No-calib,0.0,0.8596980129368603,True,No-calibration(fixed γ=2.0),1.0,0.0,0.0,0.0,8.245004696025058e-09,9.863585011217252e-09,400
bell5,MIPLIB,104,91,Nominal-LP,8608417.946508028,0.13507503899745643,True,deterministic (mean only),0.0,1.0,8618525.815173104,167895.12986756116,1084.9281839673033,2535.5235780031057,400
bell5,MIPLIB,104,91,HiGHS-SAA,14533976.472537862,3.5814521010033786,True,100,0.415,0.585,14555768.389758939,253334.8049004401,16.020031142311687,562.024360696344,400
bell5,MIPLIB,104,91,OR-Tools GLOP-SAA,14533973.505154606,50.34691736695822,True,100,0.41,0.5900000000000001,14555765.394334845,253334.76432666543,16.02002346607832,562.024362545344,400
bell5,MIPLIB,104,91,OR-Tools PDLP-SAA,nan,176.35013611696195,False,100,0.0,1.0,0.0,0.0,7159.296895678615,7832.473528410517,400
bell5,MIPLIB,104,91,Bertsimas-Sim(γ=3.0),nan,0.7113972490187734,False,parametric robust (γ=3.0),0.0,1.0,0.0,0.0,7159.296895678615,7832.473528410517,400
bell5,MIPLIB,104,91,CVaR-LP(α=0.95),14549936.573085979,3.4756440999917686,True,100,0.4125,0.5875,14555768.38972022,253334.8049002805,16.020075856116634,562.024360696344,400
bell5,MIPLIB,104,91,FuzzyPD-LP,18876020.147607006,187.2238770010881,True,BS(γ=2.5)+AdvSAA(100)+Combo,1.0,0.0,18882786.92340055,355355.2033892802,0.0,0.0,400
bell5,MIPLIB,104,91,TSAR-BS-only,18876020.147607006,7.579705699929036,True,BS-only(γ=2.5),1.0,0.0,18882786.92340055,355355.2033892802,0.0,0.0,400
bell5,MIPLIB,104,91,TSAR-Adv-only,0.0,131.95633772597648,True,AdvSAA-only(S=100),0.0,1.0,0.0,0.0,7159.296895678615,7832.473528410517,400
bell5,MIPLIB,104,91,TSAR-No-calib,16246758.25058107,2.6156351850368083,True,No-calibration(fixed γ=2.0),0.9475,0.05249999999999999,16250482.218261734,312536.11094579415,0.6470300986086034,70.55055438676027,400
primal1,NETLIB,325,85,Nominal-LP,nan,0.10122989607043564,False,deterministic (mean only),1.0,0.0,0.0,0.0,1.5490651429990802e-09,9.760948171352554e-09,400
primal1,NETLIB,325,85,HiGHS-SAA,nan,122.99527523701545,False,100,1.0,0.0,0.0,0.0,1.5490651429990802e-09,9.760948171352554e-09,400
primal1,NETLIB,325,85,OR-Tools GLOP-SAA,-0.032095877414589996,165.97651865403168,True,100,0.1375,0.8625,-0.026611051661624936,0.007489948448032394,170.86736130722,10752.634145386564,400
primal1,NETLIB,325,85,OR-Tools PDLP-SAA,nan,267.3708591030445,False,100,1.0,0.0,0.0,0.0,1.5490651429990802e-09,9.760948171352554e-09,400
primal1,NETLIB,325,85,Bertsimas-Sim(γ=3.0),-0.01733657309095229,0.3917480409145355,True,parametric robust (γ=3.0),1.0,0.0,-0.021828726752611317,0.0014944841613946998,0.0,0.0,400
primal1,NETLIB,325,85,CVaR-LP(α=0.95),nan,122.76694688701537,False,100,1.0,0.0,0.0,0.0,1.5490651429990802e-09,9.760948171352554e-09,400
primal1,NETLIB,325,85,FuzzyPD-LP,-0.015949865151072093,468.9113021699013,True,BS(γ=5.0)+AdvSAA(100)+Combo,1.0,0.0,-0.01599743613108395,0.001095250081553231,0.0,0.0,400
primal1,NETLIB,325,85,TSAR-BS-only,-0.015949865151072093,10.90296377998311,True,BS-only(γ=5.0),1.0,0.0,-0.01599743613108395,0.001095250081553231,0.0,0.0,400
primal1,NETLIB,325,85,TSAR-Adv-only,-0.02336861397762268,239.81226485106163,True,AdvSAA-only(S=100),1.0,0.0,-0.02343831163625286,0.0016046829365014281,0.0,0.0,400
primal1,NETLIB,325,85,TSAR-No-calib,-0.025023164500446823,2.5763356710085645,True,No-calibration(fixed γ=2.0),1.0,0.0,-0.02509779689426372,0.0017182981119625207,0.0,0.0,400
p0548,MIPLIB,548,176,Nominal-LP,314.88888888888886,0.7755749599309638,True,deterministic (mean only),0.0,1.0,314.136014163793,21.326753779738315,3729.278432732177,18719.695223247174,400
p0548,MIPLIB,548,176,HiGHS-SAA,nan,124.60855357407127,False,100,0.0,1.0,0.0,0.0,917.5970109113666,1075.9792961974588,400
p0548,MIPLIB,548,176,OR-Tools GLOP-SAA,nan,529.7072562959511,False,100,0.0,1.0,0.0,0.0,917.5970109113666,1075.9792961974588,400
p0548,MIPLIB,548,176,OR-Tools PDLP-SAA,nan,696.3095782810124,False,100,0.0,1.0,0.0,0.0,917.5970109113666,1075.9792961974588,400
p0548,MIPLIB,548,176,Bertsimas-Sim(γ=3.0),nan,0.3833644579863176,False,parametric robust (γ=3.0),0.0,1.0,0.0,0.0,917.5970109113666,1075.9792961974588,400
p0548,MIPLIB,548,176,CVaR-LP(α=0.95),nan,127.30719436600339,False,100,0.0,1.0,0.0,0.0,917.5970109113666,1075.9792961974588,400
p0548,MIPLIB,548,176,FuzzyPD-LP,0.0,1945.7929959309986,True,BS(γ=5.0)+AdvSAA(100)+Combo,0.0,1.0,0.0,0.0,917.5970109113666,1075.9792961974588,400
p0548,MIPLIB,548,176,TSAR-BS-only,0.0,12.818662550998852,True,BS-only(γ=5.0),0.0,1.0,0.0,0.0,917.5970109113666,1075.9792961974588,400
p0548,MIPLIB,548,176,TSAR-Adv-only,0.0,918.715321879019,True,AdvSAA-only(S=100),0.0,1.0,0.0,0.0,917.5970109113666,1075.9792961974588,400
p0548,MIPLIB,548,176,TSAR-No-calib,0.0,1.7483182369032875,True,No-calibration(fixed γ=2.0),0.0,1.0,0.0,0.0,917.5970109113666,1075.9792961974588,400
dcmulti,MIPLIB,548,212,Nominal-LP,11290.2,0.5289429490221664,True,deterministic (mean only),0.0,1.0,11293.707814605008,103.85989366998089,8.25317045779386,20.081049196488905,400
dcmulti,MIPLIB,548,212,HiGHS-SAA,13298.02458073914,14.18692538200412,True,100,0.4625,0.5375,13304.900460501789,115.154735898343,0.35085428665694324,4.3802569417707815,400
dcmulti,MIPLIB,548,212,OR-Tools GLOP-SAA,13298.02452245492,675.4506090360228,True,100,0.4475,0.5525,13304.900402936175,115.15473707917592,0.3508542956070626,4.3802570845374476,400
dcmulti,MIPLIB,548,212,OR-Tools PDLP-SAA,nan,741.8742701929295,False,100,0.0,1.0,0.0,0.0,82.03290012564314,90.87226886661503,400
dcmulti,MIPLIB,548,212,Bertsimas-Sim(γ=3.0),nan,0.8138087859842926,False,parametric robust (γ=3.0),0.0,1.0,0.0,0.0,82.03290012564314,90.87226886661503,400
dcmulti,MIPLIB,548,212,CVaR-LP(α=0.95),13308.77121112699,16.704510587034747,True,100,0.43,0.5700000000000001,13314.399677094403,109.68003827027064,0.3519449376064165,4.382194073492116,400
dcmulti,MIPLIB,548,212,FuzzyPD-LP,13054.960381320412,3332.8172835999867,True,BS(γ=1.5)+AdvSAA(100)+Combo,0.3375,0.6625,13059.393982432493,119.32442337088905,0.6836190016131289,5.661001240466334,400
dcmulti,MIPLIB,548,212,TSAR-BS-only,13054.960381320412,18.978300816961564,True,BS-only(γ=1.5),0.3375,0.6625,13059.393982432493,119.32442337088905,0.6836190016131289,5.661001240466334,400
dcmulti,MIPLIB,548,212,TSAR-Adv-only,0.0,1439.789064829005,True,AdvSAA-only(S=100),0.0,1.0,0.0,0.0,82.03290012564314,90.87226886661503,400
dcmulti,MIPLIB,548,212,TSAR-No-calib,0.0,1.5746031349990517,True,No-calibration(fixed γ=2.0),0.0,1.0,0.0,0.0,82.03290012564314,90.87226886661503,400
sp150x300d,NETLIB,600,300,Nominal-LP,0.0,1.6472034200560302,True,deterministic (mean only),1.0,0.0,0.0,0.0,9.274409714504657e-09,9.971779606906636e-09,400
sp150x300d,NETLIB,600,300,HiGHS-SAA,-2.426274338472462e-17,13.839285735972226,True,100,1.0,0.0,1.6517834164808714e-17,1.8860643167743114e-16,1.449217914293928e-08,1.8565247537380155e-08,400
sp150x300d,NETLIB,600,300,OR-Tools GLOP-SAA,8.825854565881988e-10,982.2290569799952,True,100,1.0,0.0,8.827813076394904e-10,2.7338132837358697e-12,8.940848658957848e-10,2.7023609024384425e-09,400
sp150x300d,NETLIB,600,300,OR-Tools PDLP-SAA,0.0,965.9464063399937,True,100,1.0,0.0,0.0,0.0,9.274409714504657e-09,9.971779606906636e-09,400
sp150x300d,NETLIB,600,300,Bertsimas-Sim(γ=3.0),0.0,1.0124344940995798,True,parametric robust (γ=3.0),1.0,0.0,0.0,0.0,9.274409714504657e-09,9.971779606906636e-09,400
sp150x300d,NETLIB,600,300,CVaR-LP(α=0.95),2.4628456235870765e-11,19.586270819068886,True,100,1.0,0.0,2.460363222022424e-11,9.250232874293434e-13,1.4090306193739225e-08,1.8115104843589653e-08,400
sp150x300d,NETLIB,600,300,FuzzyPD-LP,0.0,1756.4814221230336,True,BS(γ=5.0)+AdvSAA(100)+Combo,1.0,0.0,0.0,0.0,9.274409714504657e-09,9.971779606906636e-09,400
sp150x300d,NETLIB,600,300,TSAR-BS-only,0.0,15.866904661990702,True,BS-only(γ=5.0),1.0,0.0,0.0,0.0,9.274409714504657e-09,9.971779606906636e-09,400
sp150x300d,NETLIB,600,300,TSAR-Adv-only,5.554955392517133e-12,916.2821591509273,True,AdvSAA-only(S=100),1.0,0.0,5.6176834493898456e-12,6.329896293952886e-13,1.3594760938828665e-08,1.9105075695409244e-08,400
sp150x300d,NETLIB,600,300,TSAR-No-calib,0.0,2.0049217049963772,True,No-calibration(fixed γ=2.0),1.0,0.0,0.0,0.0,9.274409714504657e-09,9.971779606906636e-09,400
bgetam,NETLIB,688,128,Nominal-LP,nan,1.1471608619904146,False,deterministic (mean only),0.0,1.0,0.0,0.0,54.83612983837656,62.713772742377756,400
bgetam,NETLIB,688,128,HiGHS-SAA,nan,124.88505747797899,False,100,0.0,1.0,0.0,0.0,54.83612983837656,62.713772742377756,400
bgetam,NETLIB,688,128,OR-Tools GLOP-SAA,nan,564.6788057390368,False,100,0.0,1.0,0.0,0.0,54.83612983837656,62.713772742377756,400
bgetam,NETLIB,688,128,OR-Tools PDLP-SAA,nan,519.8263237599749,False,100,0.0,1.0,0.0,0.0,54.83612983837656,62.713772742377756,400
bgetam,NETLIB,688,128,Bertsimas-Sim(γ=3.0),-42108528046.53413,1.4561654439894482,True,parametric robust (γ=3.0),1.0,0.0,-50880350741.928024,3077608821.1199164,0.0,0.0,400
bgetam,NETLIB,688,128,CVaR-LP(α=0.95),nan,131.20019250595942,False,100,0.0,1.0,0.0,0.0,54.83612983837656,62.713772742377756,400
bgetam,NETLIB,688,128,FuzzyPD-LP,-20434526130.614788,983.6266462330241,True,BS(γ=5.0)+AdvSAA(100)+Combo,1.0,0.0,-20300169269.77114,1227899947.698114,0.0,0.0,400
bgetam,NETLIB,688,128,TSAR-BS-only,-20434526130.614788,38.98208070802502,True,BS-only(γ=5.0),1.0,0.0,-20300169269.77114,1227899947.698114,0.0,0.0,400
bgetam,NETLIB,688,128,TSAR-Adv-only,0.0,553.6473600369645,True,AdvSAA-only(S=100),0.0,1.0,0.0,0.0,54.83612983837656,62.713772742377756,400
bgetam,NETLIB,688,128,TSAR-No-calib,-92513827679.07333,2.0580373510019854,True,No-calibration(fixed γ=2.0),0.545,0.45499999999999996,-91905549934.23402,5559107338.353964,0.029122032111838534,0.18606883857875708,400
semi-integer,NETLIB,4,4,Nominal-LP,nan,0.019826699994155206,False,deterministic (mean only),0.0,1.0,0.0,0.0,0.5022949261545253,0.5793903997510056,400
semi-integer,NETLIB,4,4,HiGHS-SAA,-619030223.526454,0.04588049999438226,True,100,0.98,0.020000000000000018,-616326741.5323335,38795276.42896984,0.0034742734767721065,0.3655255559121794,400
semi-integer,NETLIB,4,4,OR-Tools GLOP-SAA,nan,3.4738075000059325,False,100,0.0,1.0,0.0,0.0,0.5022949261545253,0.5793903997510056,400
semi-integer,NETLIB,4,4,OR-Tools PDLP-SAA,nan,0.046035600011236966,False,100,0.0,1.0,0.0,0.0,0.5022949261545253,0.5793903997510056,400
semi-integer,NETLIB,4,4,Bertsimas-Sim(γ=3.0),-225131531.65286097,0.015759500005515292,True,parametric robust (γ=3.0),1.0,0.0,-277182752.37587315,17515799.152044483,0.0,0.0,400
semi-integer,NETLIB,4,4,CVaR-LP(α=0.95),nan,0.15664159999869298,False,100,0.0,1.0,0.0,0.0,0.5022949261545253,0.5793903997510056,400
semi-integer,NETLIB,4,4,FuzzyPD-LP,-88111431.35442238,0.4406493999995291,True,BS(γ=5.0)+AdvSAA(100)+Combo,1.0,0.0,-87941623.92088486,5557228.37573887,0.0,0.0,400
semi-integer,NETLIB,4,4,TSAR-BS-only,-88111431.35442238,0.204338400013512,True,BS-only(γ=5.0),1.0,0.0,-87941623.92088486,5557228.37573887,0.0,0.0,400
semi-integer,NETLIB,4,4,TSAR-Adv-only,-786.006096051636,0.14124609998543747,True,AdvSAA-only(S=100),1.0,0.0,-784.4781236651959,49.82296523659793,0.0,0.0,400
semi-integer,NETLIB,4,4,TSAR-No-calib,-526281833.2762334,0.04697900000610389,True,No-calibration(fixed γ=2.0),1.0,0.0,-525267588.4516449,33192835.591501825,0.0,0.0,400
semi-integer,NETLIB,4,4,Nominal-LP,nan,0.004098799981875345,False,deterministic (mean only),0.0,1.0,0.0,0.0,0.5022949261545253,0.5793903997510056,400
semi-integer,NETLIB,4,4,HiGHS-SAA,-619030223.526454,0.00456480000866577,True,100,0.98,0.020000000000000018,-616326741.5323335,38795276.42896984,0.0034742734767721065,0.3655255559121794,400
semi-integer,NETLIB,4,4,OR-Tools GLOP-SAA,nan,0.029974800010677427,False,100,0.0,1.0,0.0,0.0,0.5022949261545253,0.5793903997510056,400
semi-integer,NETLIB,4,4,OR-Tools PDLP-SAA,nan,0.006014099984895438,False,100,0.0,1.0,0.0,0.0,0.5022949261545253,0.5793903997510056,400
semi-integer,NETLIB,4,4,Bertsimas-Sim(γ=3.0),-225131531.65286097,0.002348899986827746,True,parametric robust (γ=3.0),1.0,0.0,-277182752.37587315,17515799.152044483,0.0,0.0,400
semi-integer,NETLIB,4,4,CVaR-LP(α=0.95),nan,0.007164099981309846,False,100,0.0,1.0,0.0,0.0,0.5022949261545253,0.5793903997510056,400
semi-integer,NETLIB,4,4,FuzzyPD-LP,-88111431.35442238,0.040518099995097145,True,BS(γ=5.0)+AdvSAA(100)+Combo,1.0,0.0,-87941623.92088486,5557228.37573887,0.0,0.0,400
semi-integer,NETLIB,4,4,TSAR-BS-only,-88111431.35442238,0.020267099986085668,True,BS-only(γ=5.0),1.0,0.0,-87941623.92088486,5557228.37573887,0.0,0.0,400
semi-integer,NETLIB,4,4,TSAR-Adv-only,-786.006096051636,0.009004899999126792,True,AdvSAA-only(S=100),1.0,0.0,-784.4781236651959,49.82296523659793,0.0,0.0,400
semi-integer,NETLIB,4,4,TSAR-No-calib,-526281833.2762334,0.05131199999595992,True,No-calibration(fixed γ=2.0),1.0,0.0,-525267588.4516449,33192835.591501825,0.0,0.0,400
gesa2,NETLIB,1224,1344,Nominal-LP,20622052.32369438,1.7589680000000953,True,deterministic (mean only),0.0,1.0,20627748.677628558,213108.3791476943,62.28412849422725,130.61460501833807,304
gesa2,NETLIB,1224,1344,HiGHS-SAA,nan,166.56749880000098,False,100,0.0,1.0,0.0,0.0,513.3685839032895,573.7261013089125,304
gesa2,NETLIB,1224,1344,OR-Tools GLOP-SAA,nan,262.47167850000005,False,100,0.0,1.0,0.0,0.0,513.3685839032895,573.7261013089125,304
gesa2,NETLIB,1224,1344,OR-Tools PDLP-SAA,nan,286.2242565999986,False,100,0.0,1.0,0.0,0.0,513.3685839032895,573.7261013089125,304
gesa2,NETLIB,1224,1344,Bertsimas-Sim(γ=3.0),nan,121.64805239999987,False,parametric robust (γ=3.0),0.0,1.0,0.0,0.0,513.3685839032895,573.7261013089125,304
gesa2,NETLIB,1224,1344,CVaR-LP(α=0.95),nan,158.99519340000006,False,100,0.0,1.0,0.0,0.0,513.3685839032895,573.7261013089125,304
gesa2,NETLIB,1224,1344,FuzzyPD-LP,0.0,1067.9268035000005,True,BS(γ=5.0)+AdvSAA(100)+Combo,0.0,1.0,0.0,0.0,513.3685839032895,573.7261013089125,304
gesa2,NETLIB,1224,1344,TSAR-BS-only,0.0,546.7297221999997,True,BS-only(γ=5.0),0.0,1.0,0.0,0.0,513.3685839032895,573.7261013089125,304
gesa2,NETLIB,1224,1344,TSAR-Adv-only,0.0,302.7390801999991,True,AdvSAA-only(S=100),0.0,1.0,0.0,0.0,513.3685839032895,573.7261013089125,304
gesa2,NETLIB,1224,1344,TSAR-No-calib,0.0,65.80365279999933,True,No-calibration(fixed γ=2.0),0.0,1.0,0.0,0.0,513.3685839032895,573.7261013089125,304
cap41,OR-Library,816,866,Nominal-LP,959318.15,0.022259399999711604,True,deterministic (mean only),0.0,1.0,959508.886919534,12402.502333975513,691.6958353498302,2668.2250962913004,400
cap41,OR-Library,816,866,HiGHS-SAA,1136197.542468636,72.2364262000001,True,100,0.2425,0.7575000000000001,1136652.152297837,12628.819523911407,68.78147358628578,10428.282298119644,400
cap41,OR-Library,816,866,OR-Tools GLOP-SAA,nan,109.24796389999983,False,100,0.0,1.0,0.0,0.0,1.1301011312118112,1.1801298875219512,400
cap41,OR-Library,816,866,OR-Tools PDLP-SAA,nan,190.68348640000022,False,100,0.0,1.0,0.0,0.0,1.1301011312118112,1.1801298875219512,400
cap41,OR-Library,816,866,Bertsimas-Sim(γ=3.0),1491317.1525102572,0.4782350000000406,True,parametric robust (γ=3.0),1.0,0.0,1320667.2206087366,14491.576558144081,0.0,0.0,400
cap41,OR-Library,816,866,CVaR-LP(α=0.95),1137677.592659715,72.25252769999997,True,100,0.26,0.74,1137896.3683396664,12337.975695690719,30.254628640379305,3326.911068331859,400
cap41,OR-Library,816,866,FuzzyPD-LP,1632187.7632511128,352.7676488000002,True,BS(γ=5.0)+AdvSAA(100)+Combo,1.0,0.0,1632430.6050134199,17478.276761249184,0.0,0.0,400
cap41,OR-Library,816,866,TSAR-BS-only,1632187.7632511128,8.957576900000277,True,BS-only(γ=5.0),1.0,0.0,1632430.6050134199,17478.276761249184,0.0,0.0,400
cap41,OR-Library,816,866,TSAR-Adv-only,0.0,176.82901349999975,True,AdvSAA-only(S=100),0.0,1.0,0.0,0.0,1.1301011312118112,1.1801298875219512,400
cap41,OR-Library,816,866,TSAR-No-calib,1186289.1537506417,1.4890871000002335,True,No-calibration(fixed γ=2.0),0.9425,0.057499999999999996,1186404.8771435418,13501.023963354932,0.000588476258342891,0.026930337043698023,400
cap42,OR-Library,816,866,Nominal-LP,1019524.6375000001,0.024417800000264833,True,deterministic (mean only),0.0,1.0,1019948.9564858887,11305.875915963337,938.8839136450363,3819.6885900087836,400
cap42,OR-Library,816,866,HiGHS-SAA,1205855.4169163285,69.36572039999919,True,100,0.2,0.8,1205642.5013650972,12743.058671148909,18.301002421382492,887.2945510500767,400
cap42,OR-Library,816,866,OR-Tools GLOP-SAA,1205855.4190047465,119.81249879999996,True,100,0.2,0.8,1205642.5033914838,12743.058544631678,18.30100207413163,887.294527150803,400
cap42,OR-Library,816,866,OR-Tools PDLP-SAA,nan,203.52299549999952,False,100,0.0,1.0,0.0,0.0,1.1301011312118112,1.1801298875219512,400
cap42,OR-Library,816,866,Bertsimas-Sim(γ=3.0),1590052.6411854774,0.6177951999998186,True,parametric robust (γ=3.0),1.0,0.0,1410013.8085821844,15633.914523555175,0.0,0.0,400
cap42,OR-Library,816,866,CVaR-LP(α=0.95),1207443.1954459772,83.97176109999964,True,100,0.2175,0.7825,1207704.115017666,11999.45324918441,18.20121964367768,977.0646268296553,400
cap42,OR-Library,816,866,FuzzyPD-LP,1761711.263111533,388.81549220000034,True,BS(γ=5.0)+AdvSAA(100)+Combo,1.0,0.0,1762097.5231710002,19403.423581376006,0.0,0.0,400
cap42,OR-Library,816,866,TSAR-BS-only,1761711.263111533,8.776856799999223,True,BS-only(γ=5.0),1.0,0.0,1762097.5231710002,19403.423581376006,0.0,0.0,400
cap42,OR-Library,816,866,TSAR-Adv-only,0.0,193.4421757,True,AdvSAA-only(S=100),0.0,1.0,0.0,0.0,1.1301011312118112,1.1801298875219512,400
cap42,OR-Library,816,866,TSAR-No-calib,1263454.7866223196,1.4877208000007158,True,No-calibration(fixed γ=2.0),0.95,0.050000000000000044,1263812.3141363806,14265.768496598992,0.0004800330150935174,0.033651838904271036,400
cap43,OR-Library,816,866,Nominal-LP,1055193.3,0.020865800000137824,True,deterministic (mean only),0.0,1.0,1055308.2248121684,11997.417076019374,1145.726288989195,5354.237878179532,400
cap43,OR-Library,816,866,HiGHS-SAA,1254552.0405979636,80.37775460000012,True,100,0.275,0.725,1253624.3962104735,13121.025345486594,19.74856326825368,1434.2165445237692,400
cap43,OR-Library,816,866,OR-Tools GLOP-SAA,nan,121.71210879999944,False,100,0.0,1.0,0.0,0.0,1.1301011312118112,1.1801298875219512,400
cap43,OR-Library,816,866,OR-Tools PDLP-SAA,nan,202.95107300000018,False,100,0.0,1.0,0.0,0.0,1.1301011312118112,1.1801298875219512,400
cap43,OR-Library,816,866,Bertsimas-Sim(γ=3.0),1660679.6154288375,0.7153336999999738,True,parametric robust (γ=3.0),1.0,0.0,1458034.4067117574,17475.031933550203,0.0,0.0,400
cap43,OR-Library,816,866,CVaR-LP(α=0.95),1256302.3285537343,91.29350119999981,True,100,0.27,0.73,1256480.8876488118,11038.018369884005,22.519257004052978,1461.1822080333363,400
